icd10_root,gbd_cause_lvl3,gbd_cause_lvl2
M87,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
M89,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
M90,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
M91,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
M92,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
M93,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
M94,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
M95,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
M96,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
M97,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
M98,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
M99,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
N17,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
N19,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
N32,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
N33,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
N35,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
N37,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
N39,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
N42,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
N43,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
N44,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
N46,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
N47,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
N48,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
N50,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
N51,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
N52,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
N53,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
N61,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
N62,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
N63,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
N64,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
N82,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
N91,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
N95,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
N97,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R02,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R03,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R04,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R07,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R08,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R09,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R10,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R11,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R12,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R14,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R15,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R16,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R17,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R18,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R19,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R20,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R21,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R22,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R23,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R24,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R25,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R26,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R27,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R28,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R29,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R30,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R32,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R33,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R34,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R35,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R36,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R37,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R38,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R39,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R40,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R41,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R42,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R43,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R44,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R45,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R46,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R47,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R48,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R49,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R50,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R51,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R52,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R53,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R54,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R55,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R56,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R57,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R58,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R59,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R60,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R61,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R62,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R63,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R64,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R65,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R66,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R67,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R68,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R69,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R70,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R71,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R72,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R74,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R75,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R76,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R77,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R78,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R79,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R80,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R81,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R82,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R83,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R84,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R85,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R86,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R87,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R88,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R89,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R90,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R91,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R92,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R93,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R94,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R96,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R97,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R98,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
R99,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U05,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U08,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U09,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U10,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U11,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U12,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U13,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U14,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U15,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U16,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U17,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U18,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U19,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U20,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U21,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U22,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U23,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U24,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U25,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U26,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U27,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U28,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U29,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U30,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U31,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U32,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U33,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U34,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U35,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U36,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U37,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U38,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U39,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U40,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U41,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U42,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U43,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U44,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U45,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U46,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U47,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U48,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U49,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U50,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U51,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U52,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U53,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U54,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U55,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U56,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U57,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U58,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U59,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U60,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U61,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U62,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U63,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U64,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U65,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U66,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U67,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U68,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U69,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U70,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U71,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U72,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U73,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U74,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U75,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U76,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U77,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U78,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U79,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U80,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U81,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U89,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U90,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U91,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U92,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U93,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U94,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U95,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U96,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U97,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U98,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
U99,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
X40,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
X41,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
X42,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
X43,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
X44,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
X46,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
X49,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
Y10,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
Y11,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
Y12,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
Y13,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
Y14,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
Y16,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
Y17,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
Y18,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
Y19,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
Z00,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
Z01,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
Z02,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
Z03,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
Z04,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
Z05,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
Z06,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
Z07,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
Z08,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
Z09,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
Z10,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
Z11,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
Z12,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
Z13,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
Z14,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
Z15,Garbage Code (GBD Level 1),Garbage Code (GBD Level 1)
A14,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
A29,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
A30,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
A45,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
A47,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
A48,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
A49,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
A61,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
A62,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
A72,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
A73,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
A76,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
A97,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B08,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B09,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B11,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B12,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B13,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B14,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B28,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B29,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B31,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B32,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B34,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B61,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B62,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B68,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B73,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B74,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B76,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B78,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B79,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B80,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B81,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B84,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B92,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B93,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B94,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B95,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B96,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B97,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B98,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
B99,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
D59,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
F17,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
G44,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
G91,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
G93,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
I10,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
I15,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
I27,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
I50,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
I67,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
I70,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
I74,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
I75,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
J81,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
K92,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
N70,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
N71,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
N73,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
N74,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
R03,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
R04,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
R05,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
R06,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
R13,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
R23,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
R58,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
S00,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
T98,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
W47,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
W48,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
W63,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
W71,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
W72,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
W76,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
W82,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
W95,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
W96,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
W97,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
W98,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
X07,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
X55,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
X56,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
X59,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y20,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y21,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y22,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y23,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y24,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y25,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y26,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y27,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y28,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y29,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y30,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y31,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y32,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y33,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y34,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y86,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y87,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y89,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y90,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y91,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y92,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y93,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y94,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y95,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y96,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y97,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y98,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
Y99,Garbage Code (GBD Level 2),Garbage Code (GBD Level 2)
A01,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
A31,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
A42,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
A43,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
A44,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
A49,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
A64,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
A99,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
B17,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
B19,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
B37,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
B38,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
B39,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
B40,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
B41,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
B42,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
B43,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
B44,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
B45,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
B46,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
B49,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
B55,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
B58,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
B59,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
B89,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
B94,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C14,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C22,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C26,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C27,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C28,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C29,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C35,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C36,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C39,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C42,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C46,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C55,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C57,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C59,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C63,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C68,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C74,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C75,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C76,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C77,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C78,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C79,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
