ICD10,ICD10 Name,USCOD,USCOD name,
T85.7 ,"Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts ",G_7,Ill-Defined Injury,
T85.8 ,"Other complications of internal prosthetic devices, implants and grafts, not elsewhere classified ",G_7,Ill-Defined Injury,
T85.9 ,"Unspecified complication of internal prosthetic device, implant and graft ",G_7,Ill-Defined Injury,
T86 ,Failure and rejection of transplanted organs and tissues ,G_7,Ill-Defined Injury,
T86.0 ,Bone-marrow transplant rejection ,G_7,Ill-Defined Injury,
T86.1 ,Kidney transplant failure and rejection ,G_7,Ill-Defined Injury,
T86.2 ,Heart transplant failure and rejection ,G_7,Ill-Defined Injury,
T86.3 ,Heart-lung transplant failure and rejection ,G_7,Ill-Defined Injury,
T86.4 ,Liver transplant failure and rejection ,G_7,Ill-Defined Injury,
T86.8 ,Failure and rejection of other transplanted organs and tissues ,G_7,Ill-Defined Injury,
T86.9 ,Failure and rejection of unspecified transplanted organ and tissue ,G_7,Ill-Defined Injury,
T87 ,Complications peculiar to reattachment and amputation ,G_7,Ill-Defined Injury,
T87.0 ,Complications of reattached (part of) upper extremity ,G_7,Ill-Defined Injury,
T87.1 ,Complications of reattached (part of) lower extremity ,G_7,Ill-Defined Injury,
T87.2 ,Complications of other reattached body part ,G_7,Ill-Defined Injury,
T87.3 ,Neuroma of amputation stump ,G_7,Ill-Defined Injury,
T87.4 ,Infection of amputation stump ,G_7,Ill-Defined Injury,
T87.5 ,Necrosis of amputation stump ,G_7,Ill-Defined Injury,
T87.6 ,Other and unspecified complications of amputation stump ,G_7,Ill-Defined Injury,
T88 ,"Other complications of surgical and medical care, not elsewhere classified ",G_7,Ill-Defined Injury,
T88.0 ,Infection following immunization ,G_7,Ill-Defined Injury,
T88.1 ,"Other complications following immunization, not elsewhere classified ",G_7,Ill-Defined Injury,
T88.2 ,Shock due to anaesthesia ,G_7,Ill-Defined Injury,
T88.3 ,Malignant hyperthermia due to anaesthesia ,G_7,Ill-Defined Injury,
T88.4 ,Failed or difficult intubation ,G_7,Ill-Defined Injury,
T88.5 ,Other complications of anaesthesia ,G_7,Ill-Defined Injury,
T88.6 ,Anaphylactic shock due to adverse effect of correct drug or medicament properly administered ,G_7,Ill-Defined Injury,
T88.7 ,Unspecified adverse effect of drug or medicament ,G_7,Ill-Defined Injury,
T88.8 ,"Other specified complications of surgical and medical care, not elsewhere classified ",G_7,Ill-Defined Injury,
T88.9 ,"Complication of surgical and medical care, unspecified ",G_7,Ill-Defined Injury,
T90 ,Sequelae of injuries of head ,G_7,Ill-Defined Injury,
T90.0 ,Sequelae of superficial injury of head ,G_7,Ill-Defined Injury,
T90.1 ,Sequelae of open wound of head ,G_7,Ill-Defined Injury,
T90.2 ,Sequelae of fracture of skull and facial bones ,G_7,Ill-Defined Injury,
T90.3 ,Sequelae of injury of cranial nerves ,G_7,Ill-Defined Injury,
T90.4 ,Sequelae of injury of eye and orbit ,G_7,Ill-Defined Injury,
T90.5 ,Sequelae of intracranial injury ,G_7,Ill-Defined Injury,
T90.8 ,Sequelae of other specified injuries of head ,G_7,Ill-Defined Injury,
T90.9 ,Sequelae of unspecified injury of head ,G_7,Ill-Defined Injury,
T91 ,Sequelae of injuries of neck and trunk ,G_7,Ill-Defined Injury,
T91.0 ,Sequelae of superficial injury and open wound of neck and trunk ,G_7,Ill-Defined Injury,
T91.1 ,Sequelae of fracture of spine ,G_7,Ill-Defined Injury,
T91.2 ,Sequelae of other fracture of thorax and pelvis ,G_7,Ill-Defined Injury,
T91.3 ,Sequelae of injury of spinal cord ,G_7,Ill-Defined Injury,
T91.4 ,Sequelae of injury of intrathoracic organs ,G_7,Ill-Defined Injury,
T91.5 ,Sequelae of injury of intra-abdominal and pelvic organs ,G_7,Ill-Defined Injury,
T91.8 ,Sequelae of other specified injuries of neck and trunk ,G_7,Ill-Defined Injury,
T91.9 ,Sequelae of unspecified injury of neck and trunk ,G_7,Ill-Defined Injury,
T92 ,Sequelae of injuries of upper limb ,G_7,Ill-Defined Injury,
T92.0 ,Sequelae of open wound of upper limb ,G_7,Ill-Defined Injury,
T92.1 ,Sequelae of fracture of arm ,G_7,Ill-Defined Injury,
T92.2 ,Sequelae of fracture at wrist and hand level ,G_7,Ill-Defined Injury,
T92.3 ,"Sequelae of dislocation, sprain and strain of upper limb ",G_7,Ill-Defined Injury,
T92.4 ,Sequelae of injury of nerve of upper limb ,G_7,Ill-Defined Injury,
T92.5 ,Sequelae of injury of muscle and tendon of upper limb ,G_7,Ill-Defined Injury,
T92.6 ,Sequelae of crushing injury and traumatic amputation of upper limb ,G_7,Ill-Defined Injury,
T92.8 ,Sequelae of other specified injuries of upper limb ,G_7,Ill-Defined Injury,
T92.9 ,Sequelae of unspecified injury of upper limb ,G_7,Ill-Defined Injury,
T93 ,Sequelae of injuries of lower limb ,G_7,Ill-Defined Injury,
T93.0 ,Sequelae of open wound of lower limb ,G_7,Ill-Defined Injury,
T93.1 ,Sequelae of fracture of femur ,G_7,Ill-Defined Injury,
T93.2 ,Sequelae of other fractures of lower limb ,G_7,Ill-Defined Injury,
T93.3 ,"Sequelae of dislocation, sprain and strain of lower limb ",G_7,Ill-Defined Injury,
T93.4 ,Sequelae of injury of nerve of lower limb ,G_7,Ill-Defined Injury,
T93.5 ,Sequelae of injury of muscle and tendon of lower limb ,G_7,Ill-Defined Injury,
T93.6 ,Sequelae of crushing injury and traumatic amputation of lower limb ,G_7,Ill-Defined Injury,
T93.8 ,Sequelae of other specified injuries of lower limb ,G_7,Ill-Defined Injury,
T93.9 ,Sequelae of unspecified injury of lower limb ,G_7,Ill-Defined Injury,
T94 ,Sequelae of injuries involving multiple and unspecified body regions ,G_7,Ill-Defined Injury,
T94.0 ,Sequelae of injuries involving multiple body regions ,G_7,Ill-Defined Injury,
T94.1 ,"Sequelae of injuries, not specified by body region ",G_7,Ill-Defined Injury,
T95 ,"Sequelae of burns, corrosions and frostbite ",G_7,Ill-Defined Injury,
T95.0 ,"Sequelae of burn, corrosion and frostbite of head and neck ",G_7,Ill-Defined Injury,
T95.1 ,"Sequelae of burn, corrosion and frostbite of trunk ",G_7,Ill-Defined Injury,
T95.2 ,"Sequelae of burn, corrosion and frostbite of upper limb ",G_7,Ill-Defined Injury,
T95.3 ,"Sequelae of burn, corrosion and frostbite of lower limb ",G_7,Ill-Defined Injury,
T95.4 ,Sequelae of burn and corrosion classifiable only according to extent of body surface involved ,G_7,Ill-Defined Injury,
T95.8 ,"Sequelae of other specified burn, corrosion and frostbite ",G_7,Ill-Defined Injury,
T95.9 ,"Sequelae of unspecified burn, corrosion and frostbite ",G_7,Ill-Defined Injury,
T96 ,"Sequelae of poisoning by drugs, medicaments and biological substances ",G_7,Ill-Defined Injury,
T97 ,Sequelae of toxic effects of substances chiefly nonmedicinal as to source ,G_7,Ill-Defined Injury,
T98 ,Sequelae of other and unspecified effects of external causes ,G_7,Ill-Defined Injury,
T98.0 ,Sequelae of effects of foreign body entering through natural orifice ,G_7,Ill-Defined Injury,
T98.1 ,Sequelae of other and unspecified effects of external causes ,G_7,Ill-Defined Injury,
T98.2 ,Sequelae of certain early complications of trauma ,G_7,Ill-Defined Injury,
T98.3 ,"Sequelae of complications of surgical and medical care, not elsewhere classified ",G_7,Ill-Defined Injury,
S00-T98,"Injury, poisoning and certain other consequences of external causes",,,
V01 ,Pedestrian injured in collision with pedal cycle ,C_1_1,Road Traffic Injuries,
V01.0,Pedestrian injured in nontraffic accident involving pedal cycle ,C_1_1,Road Traffic Injuries,
V01.1,Pedestrian injured with pedal cycle in traffic accident ,C_1_1,Road Traffic Injuries,
V01.9,Pedestrian injured with pedal cycle in unspecified transport accident ,C_1_1,Road Traffic Injuries,
V02 ,Pedestrian injured in collision with two- or three-wheeled motor vehicle ,C_1_1,Road Traffic Injuries,
V02.0,Pedestrian injured in nontraffic accident  with two- or three-wheeled motor vehicle,C_1_1,Road Traffic Injuries,
V02.1,Pedestrian injured with with two- or three-wheeled motor vehicle in traffic accident ,C_1_1,Road Traffic Injuries,
V02.9,Pedestrian injured with  two- or three-wheeled motor vehicle in unspecified transport accident ,C_1_1,Road Traffic Injuries,
V03 ,"Pedestrian injured in collision with car, pick-up truck or van ",C_1_1,Road Traffic Injuries,
V03.0,"Pedestrian injured in nontraffic accident  with car, pick-up truck or van ",C_1_1,Road Traffic Injuries,
V03.1,"Pedestrian injured with with car, pick-up truck or van  in traffic accident ",C_1_1,Road Traffic Injuries,
V03.9,"Pedestrian injured with  car, pick-up truck or van  in unspecified transport accident ",C_1_1,Road Traffic Injuries,
V04 ,Pedestrian injured in collision with heavy transport vehicle or bus ,C_1_1,Road Traffic Injuries,
V04.0,Pedestrian injured in nontraffic accident   with heavy transport vehicle or bus,C_1_1,Road Traffic Injuries,
V04.1,Pedestrian injured   in collision with heavy transport vehicle or bus in traffic accident,C_1_1,Road Traffic Injuries,
V04.9,Pedestrian injured   in collision with heavy transport vehicle or bus in unspecified transport accident ,C_1_1,Road Traffic Injuries,
V05 ,Pedestrian injured in collision with railway train or railway vehicle ,C_1_1,Road Traffic Injuries,
V05.0,Pedestrian injured in nontraffic accident  with railway train or railway vehicle,C_1_1,Road Traffic Injuries,
V05.1,Pedestrian injured   in collision with railway train or railway vehicle in traffic accident,C_1_1,Road Traffic Injuries,
V05.9,Pedestrian injured   in collision with railway train or railway vehicle in unspecified transport accident t,C_1_1,Road Traffic Injuries,
V06 ,Pedestrian injured in collision with other nonmotor vehicle ,C_1_1,Road Traffic Injuries,
V06.0,Pedestrian injured in nontraffic accident  with other nonmotor vehicle,C_1_1,Road Traffic Injuries,
V06.1,Pedestrian injured   in collision with other nonmotor vehicle in traffic accident,C_1_1,Road Traffic Injuries,
V06.9,Pedestrian injured  in collision with other nonmotor vehicle in unspecified transport accident t,C_1_1,Road Traffic Injuries,
V09 ,Pedestrian injured in other and unspecified transport accidents ,C_1_1,Road Traffic Injuries,
V09.0 ,Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles ,C_1_1,Road Traffic Injuries,
V09.1 ,Pedestrian injured in unspecified nontraffic accident ,C_1_1,Road Traffic Injuries,
V09.2 ,Pedestrian injured in traffic accident involving other and unspecified motor vehicles ,C_1_1,Road Traffic Injuries,
V09.3 ,Pedestrian injured in unspecified traffic accident ,C_1_1,Road Traffic Injuries,
V09.9 ,Pedestrian injured in unspecified transport accident ,C_1_1,Road Traffic Injuries,
V10 ,Pedal cyclist injured in collision with pedestrian or animal ,C_1_1,Road Traffic Injuries,
V10.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V10.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V10.2,Unspecified pedal cyclist injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V10.3,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V10.4,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V10.5,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V10.9,Unspecified pedal cyclist injured in traffic accident ,C_1_1,Road Traffic Injuries,
V11 ,Pedal cyclist injured in collision with other pedal cycle ,C_1_1,Road Traffic Injuries,
V11.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V11.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V11.2,Unspecified pedal cyclist injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V11.3,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V11.4,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V11.5,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V11.9,Unspecified pedal cyclist injured in traffic accident ,C_1_1,Road Traffic Injuries,
V12 ,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle ,C_1_1,Road Traffic Injuries,
V12.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V12.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V12.2,Unspecified pedal cyclist injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V12.3,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V12.4,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V12.5,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V12.9,Unspecified pedal cyclist injured in traffic accident ,C_1_1,Road Traffic Injuries,
V13 ,"Pedal cyclist injured in collision with car, pick-up truck or van ",C_1_1,Road Traffic Injuries,
V13.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V13.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V13.2,Unspecified pedal cyclist injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V13.3,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V13.4,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V13.5,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V13.9,Unspecified pedal cyclist injured in traffic accident ,C_1_1,Road Traffic Injuries,
V14 ,Pedal cyclist injured in collision with heavy transport vehicle or bus ,C_1_1,Road Traffic Injuries,
V14.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V14.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V14.2,Unspecified pedal cyclist injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V14.3,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V14.4,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V14.5,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V14.9,Unspecified pedal cyclist injured in traffic accident ,C_1_1,Road Traffic Injuries,
V15 ,Pedal cyclist injured in collision with railway train or railway vehicle ,C_1_1,Road Traffic Injuries,
V15.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V15.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V15.2,Unspecified pedal cyclist injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V15.3,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V15.4,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V15.5,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V15.9,Unspecified pedal cyclist injured in traffic accident ,C_1_1,Road Traffic Injuries,
V16 ,Pedal cyclist injured in collision with other nonmotor vehicle ,C_1_1,Road Traffic Injuries,
V16.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V16.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V16.2,Unspecified pedal cyclist injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V16.3,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V16.4,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V16.5,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V16.9,Unspecified pedal cyclist injured in traffic accident ,C_1_1,Road Traffic Injuries,
V17 ,Pedal cyclist injured in collision with fixed or stationary object ,C_1_1,Road Traffic Injuries,
V17.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V17.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V17.2,Unspecified pedal cyclist injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V17.3,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V17.4,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V17.5,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V17.9,Unspecified pedal cyclist injured in traffic accident ,C_1_1,Road Traffic Injuries,
V18 ,Pedal cyclist injured in noncollision transport accident ,C_1_1,Road Traffic Injuries,
V18.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V18.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V18.2,Unspecified pedal cyclist injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V18.3,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V18.4,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V18.5,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V18.9,Unspecified pedal cyclist injured in traffic accident ,C_1_1,Road Traffic Injuries,
V19 ,Pedal cyclist injured in other and unspecified transport accidents ,C_1_1,Road Traffic Injuries,
V19.0 ,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident ,C_1_1,Road Traffic Injuries,
V19.1 ,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident ,C_1_1,Road Traffic Injuries,
V19.2 ,Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in nontraffic accident ,C_1_1,Road Traffic Injuries,
V19.3 ,Pedal cyclist [any] injured in unspecified nontraffic accident ,C_1_1,Road Traffic Injuries,
V19.4 ,Driver injured in collision with other and unspecified motor vehicles in traffic accident ,C_1_1,Road Traffic Injuries,
V19.5 ,Passenger injured in collision with other and unspecified motor vehicles in traffic accident ,C_1_1,Road Traffic Injuries,
V19.6 ,Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident ,C_1_1,Road Traffic Injuries,
V19.8 ,Pedal cyclist [any] injured in other specified transport accidents ,C_1_1,Road Traffic Injuries,
V19.9 ,Pedal cyclist [any] injured in unspecified traffic accident ,C_1_1,Road Traffic Injuries,
V20 ,Motorcycle rider injured in collision with pedestrian or animal ,C_1_1,Road Traffic Injuries,
V20.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V20.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V20.2,Unspecified motorcycle rider injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V20.3,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V20.4,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V20.5,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V20.9,Unspecified motorcycle rider injured in traffic accident ,C_1_1,Road Traffic Injuries,
V21 ,Motorcycle rider injured in collision with pedal cycle ,C_1_1,Road Traffic Injuries,
V21.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V21.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V21.2,Unspecified motorcycle rider injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V21.3,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V21.4,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V21.5,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V21.9,Unspecified motorcycle rider injured in traffic accident ,C_1_1,Road Traffic Injuries,
V22 ,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle ,C_1_1,Road Traffic Injuries,
V22.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V22.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V22.2,Unspecified motorcycle rider injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V22.3,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V22.4,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V22.5,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V22.9,Unspecified motorcycle rider injured in traffic accident ,C_1_1,Road Traffic Injuries,
V23 ,"Motorcycle rider injured in collision with car, pick-up truck or van ",C_1_1,Road Traffic Injuries,
V23.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V23.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V23.2,Unspecified motorcycle rider injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V23.3,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V23.4,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V23.5,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V23.9,Unspecified motorcycle rider injured in traffic accident ,C_1_1,Road Traffic Injuries,
V24 ,Motorcycle rider injured in collision with heavy transport vehicle or bus ,C_1_1,Road Traffic Injuries,
V24.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V24.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V24.2,Unspecified motorcycle rider injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V24.3,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V24.4,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V24.5,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V24.9,Unspecified motorcycle rider injured in traffic accident ,C_1_1,Road Traffic Injuries,
V25 ,Motorcycle rider injured in collision with railway train or railway vehicle ,C_1_1,Road Traffic Injuries,
V25.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V25.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V25.2,Unspecified motorcycle rider injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V25.3,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V25.4,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V25.5,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V25.9,Unspecified motorcycle rider injured in traffic accident ,C_1_1,Road Traffic Injuries,
V26 ,Motorcycle rider injured in collision with other nonmotor vehicle ,C_1_1,Road Traffic Injuries,
V26.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V26.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V26.2,Unspecified motorcycle rider injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V26.3,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V26.4,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V26.5,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V26.9,Unspecified motorcycle rider injured in traffic accident ,C_1_1,Road Traffic Injuries,
V27 ,Motorcycle rider injured in collision with fixed or stationary object ,C_1_1,Road Traffic Injuries,
V27.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V27.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V27.2,Unspecified motorcycle rider injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V27.3,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V27.4,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V27.5,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V27.9,Unspecified motorcycle rider injured in traffic accident ,C_1_1,Road Traffic Injuries,
V28 ,Motorcycle rider injured in noncollision transport accident ,C_1_1,Road Traffic Injuries,
V28.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V28.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V28.2,Unspecified motorcycle rider injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V28.3,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V28.4,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V28.5,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V28.9,Unspecified motorcycle rider injured in traffic accident ,C_1_1,Road Traffic Injuries,
V29 ,Motorcycle rider injured in other and unspecified transport accidents ,C_1_1,Road Traffic Injuries,
V29.0 ,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident ,C_1_1,Road Traffic Injuries,
V29.1 ,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident ,C_1_1,Road Traffic Injuries,
V29.2 ,Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in nontraffic accident ,C_1_1,Road Traffic Injuries,
V29.3 ,Motorcycle rider [any] injured in unspecified nontraffic accident ,C_1_1,Road Traffic Injuries,
V29.4 ,Driver injured in collision with other and unspecified motor vehicles in traffic accident ,C_1_1,Road Traffic Injuries,
V29.5 ,Passenger injured in collision with other and unspecified motor vehicles in traffic accident ,C_1_1,Road Traffic Injuries,
V29.6 ,Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in traffic accident ,C_1_1,Road Traffic Injuries,
V29.8 ,Motorcycle rider [any] injured in other specified transport accidents ,C_1_1,Road Traffic Injuries,
V29.9 ,Motorcycle rider [any] injured in unspecified traffic accident ,C_1_1,Road Traffic Injuries,
V30 ,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal ,C_1_1,Road Traffic Injuries,
V30.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V30.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V30.2,Person on outside of vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V30.3,Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V30.4,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V30.5,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V30.6,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V30.7,Person on outside of vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V30.9,Unspecified occupant of three-wheeled motor vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V31 ,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle ,C_1_1,Road Traffic Injuries,
V31.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V31.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V31.2,Person on outside of vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V31.3,Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V31.4,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V31.5,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V31.6,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V31.7,Person on outside of vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V31.9,Unspecified occupant of three-wheeled motor vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V32 ,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle ,C_1_1,Road Traffic Injuries,
V32.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V32.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V32.2,Person on outside of vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V32.3,Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V32.4,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V32.5,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V32.6,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V32.7,Person on outside of vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V32.9,Unspecified occupant of three-wheeled motor vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V33 ,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van ",C_1_1,Road Traffic Injuries,
V33.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V33.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V33.2,Person on outside of vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V33.3,Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V33.4,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V33.5,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V33.6,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V33.7,Person on outside of vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
