icd10,gbd_severity,description
H17.9,1,Unspecified corneal scar and opacity
H18,1,Other disorders of cornea
H18.0,1,Corneal pigmentations and deposits
H18.1,1,Bullous keratopathy
H18.2,1,Other and unspecified corneal edema
H18.3,1,Changes of corneal membranes
H18.4,1,Corneal degeneration
H18.5,1,Hereditary corneal dystrophies
H18.6,1,Keratoconus
H18.7,1,Other and unspecified corneal deformities
H18.8,1,Other specified disorders of cornea
H18.9,1,Unspecified disorder of cornea
H19,1,NA
H19.0,1,NA
H19.1,1,NA
H19.2,1,NA
H19.3,1,NA
H19.4,1,NA
H19.5,1,NA
H19.6,1,NA
H19.7,1,NA
H19.8,1,NA
H19.9,1,NA
H20,1,Iridocyclitis
H20.0,1,Acute and subacute iridocyclitis
H20.1,1,Chronic iridocyclitis
H20.2,1,Lens-induced iridocyclitis
H20.3,1,Iridocyclitis
H20.4,1,Iridocyclitis
H20.5,1,Iridocyclitis
H20.6,1,Iridocyclitis
H20.7,1,Iridocyclitis
H20.8,1,Other iridocyclitis
H20.9,1,Unspecified iridocyclitis
H21,1,Other disorders of iris and ciliary body
H21.0,1,Hyphema
H21.1,1,Other vascular disorders of iris and ciliary body
H21.2,1,Degeneration of iris and ciliary body
H21.3,1,"Cyst of iris, ciliary body and anterior chamber"
H21.4,1,Pupillary membranes
H21.5,1,Other and unspecified adhesions and disruptions of iris and ciliary body
H21.6,1,Other disorders of iris and ciliary body
H21.7,1,Other disorders of iris and ciliary body
H21.8,1,Other specified disorders of iris and ciliary body
H21.9,1,Unspecified disorder of iris and ciliary body
H22,1,Disorders of iris and ciliary body in diseases classified elsewhere
H22.0,1,Disorders of iris and ciliary body in diseases classified elsewhere
H22.1,1,Disorders of iris and ciliary body in diseases classified elsewhere
H22.2,1,Disorders of iris and ciliary body in diseases classified elsewhere
H22.3,1,Disorders of iris and ciliary body in diseases classified elsewhere
H22.4,1,Disorders of iris and ciliary body in diseases classified elsewhere
H22.5,1,Disorders of iris and ciliary body in diseases classified elsewhere
H22.6,1,Disorders of iris and ciliary body in diseases classified elsewhere
H22.7,1,Disorders of iris and ciliary body in diseases classified elsewhere
H22.8,1,Disorders of iris and ciliary body in diseases classified elsewhere
H22.9,1,Disorders of iris and ciliary body in diseases classified elsewhere
H23,1,NA
H23.0,1,NA
H23.1,1,NA
H23.2,1,NA
H23.3,1,NA
H23.4,1,NA
H23.5,1,NA
H23.6,1,NA
H23.7,1,NA
H23.8,1,NA
H23.9,1,NA
H24,1,NA
H24.0,1,NA
H24.1,1,NA
H24.2,1,NA
H24.3,1,NA
H24.4,1,NA
H24.5,1,NA
H24.6,1,NA
H24.7,1,NA
H24.8,1,NA
H24.9,1,NA
H25,1,Age-related cataract
H25.0,1,Age-related incipient cataract
H25.1,1,Age-related nuclear cataract
H25.2,1,"Age-related cataract, morgagnian type"
H25.3,1,Age-related cataract
H25.4,1,Age-related cataract
H25.5,1,Age-related cataract
H25.6,1,Age-related cataract
H25.7,1,Age-related cataract
H25.8,1,Other age-related cataract
H25.9,1,Unspecified age-related cataract
H26,1,Other cataract
H26.0,1,Infantile and juvenile cataract
H26.1,1,Traumatic cataract
H26.2,1,Complicated cataract
H26.3,1,Drug-induced cataract
H26.4,1,Secondary cataract
H26.5,1,Other cataract
H26.6,1,Other cataract
H26.7,1,Other cataract
H26.8,1,Other specified cataract
H26.9,1,Unspecified cataract
H27,1,Other disorders of lens
H27.0,1,Aphakia
H27.1,1,Dislocation of lens
H27.2,1,Other disorders of lens
H27.3,1,Other disorders of lens
H27.4,1,Other disorders of lens
H27.5,1,Other disorders of lens
H27.6,1,Other disorders of lens
H27.7,1,Other disorders of lens
H27.8,1,Other specified disorders of lens
H27.9,1,Unspecified disorder of lens
H28,1,Cataract in diseases classified elsewhere
H28.0,1,Cataract in diseases classified elsewhere
H28.1,1,Cataract in diseases classified elsewhere
H28.2,1,Cataract in diseases classified elsewhere
H28.3,1,Cataract in diseases classified elsewhere
H28.4,1,Cataract in diseases classified elsewhere
H28.5,1,Cataract in diseases classified elsewhere
H28.6,1,Cataract in diseases classified elsewhere
H28.7,1,Cataract in diseases classified elsewhere
H28.8,1,Cataract in diseases classified elsewhere
H28.9,1,Cataract in diseases classified elsewhere
H29,1,NA
H29.0,1,NA
H29.1,1,NA
H29.2,1,NA
H29.3,1,NA
H29.4,1,NA
H29.5,1,NA
H29.6,1,NA
H29.7,1,NA
H29.8,1,NA
H29.9,1,NA
H30,1,Chorioretinal inflammation
H30.0,1,Focal chorioretinal inflammation
H30.1,1,Disseminated chorioretinal inflammation
H30.2,1,Posterior cyclitis
H30.3,1,Chorioretinal inflammation
H30.4,1,Chorioretinal inflammation
H30.5,1,Chorioretinal inflammation
H30.6,1,Chorioretinal inflammation
H30.7,1,Chorioretinal inflammation
H30.8,1,Other chorioretinal inflammations
H30.9,1,Unspecified chorioretinal inflammation
H31,1,Other disorders of choroid
H31.0,1,Chorioretinal scars
H31.1,1,Choroidal degeneration
H31.2,1,Hereditary choroidal dystrophy
H31.3,1,Choroidal hemorrhage and rupture
H31.4,1,Choroidal detachment
H31.5,1,Other disorders of choroid
H31.6,1,Other disorders of choroid
H31.7,1,Other disorders of choroid
H31.8,1,Other specified disorders of choroid
H31.9,1,Unspecified disorder of choroid
H32,1,Chorioretinal disorders in diseases classified elsewhere
H32.0,1,Chorioretinal disorders in diseases classified elsewhere
H32.1,1,Chorioretinal disorders in diseases classified elsewhere
H32.2,1,Chorioretinal disorders in diseases classified elsewhere
H32.3,1,Chorioretinal disorders in diseases classified elsewhere
H32.4,1,Chorioretinal disorders in diseases classified elsewhere
H32.5,1,Chorioretinal disorders in diseases classified elsewhere
H32.6,1,Chorioretinal disorders in diseases classified elsewhere
H32.7,1,Chorioretinal disorders in diseases classified elsewhere
H32.8,1,Chorioretinal disorders in diseases classified elsewhere
H32.9,1,Chorioretinal disorders in diseases classified elsewhere
H33,1,Retinal detachments and breaks
H33.0,1,Retinal detachment with retinal break
H33.1,1,Retinoschisis and retinal cysts
H33.2,1,Serous retinal detachment
H33.3,1,Retinal breaks without detachment
H33.4,1,Traction detachment of retina
H33.5,1,Retinal detachments and breaks
H33.6,1,Retinal detachments and breaks
H33.7,1,Retinal detachments and breaks
H33.8,1,Other retinal detachments
H33.9,1,Retinal detachments and breaks
H34,1,Retinal vascular occlusions
H34.0,1,Transient retinal artery occlusion
H34.1,1,Central retinal artery occlusion
H34.2,1,Other retinal artery occlusions
H34.3,1,Retinal vascular occlusions
H34.4,1,Retinal vascular occlusions
H34.5,1,Retinal vascular occlusions
H34.6,1,Retinal vascular occlusions
H34.7,1,Retinal vascular occlusions
H34.8,1,Other retinal vascular occlusions
H34.9,1,Unspecified retinal vascular occlusion
H35,1,Other retinal disorders
H35.0,1,Background retinopathy and retinal vascular changes
H35.1,1,Retinopathy of prematurity
H35.2,1,Other non-diabetic proliferative retinopathy
H35.3,1,Degeneration of macula and posterior pole
H35.4,1,Peripheral retinal degeneration
H35.5,1,Hereditary retinal dystrophy
H35.6,1,Retinal hemorrhage
H35.7,1,Separation of retinal layers
H35.8,1,Other specified retinal disorders
H35.9,1,Unspecified retinal disorder
H36,1,Retinal disorders in diseases classified elsewhere
H36.0,1,Retinal disorders in diseases classified elsewhere
H36.1,1,Retinal disorders in diseases classified elsewhere
H36.2,1,Retinal disorders in diseases classified elsewhere
H36.3,1,Retinal disorders in diseases classified elsewhere
H36.4,1,Retinal disorders in diseases classified elsewhere
H36.5,1,Retinal disorders in diseases classified elsewhere
H36.6,1,Retinal disorders in diseases classified elsewhere
H36.7,1,Retinal disorders in diseases classified elsewhere
H36.8,1,Retinal disorders in diseases classified elsewhere
H36.9,1,Retinal disorders in diseases classified elsewhere
H37,1,NA
H37.0,1,NA
H37.1,1,NA
H37.2,1,NA
H37.3,1,NA
H37.4,1,NA
H37.5,1,NA
H37.6,1,NA
H37.7,1,NA
H37.8,1,NA
H37.9,1,NA
H38,1,NA
H38.0,1,NA
H38.1,1,NA
H38.2,1,NA
H38.3,1,NA
H38.4,1,NA
H38.5,1,NA
H38.6,1,NA
H38.7,1,NA
H38.8,1,NA
H38.9,1,NA
H39,1,NA
H39.0,1,NA
H39.1,1,NA
H39.2,1,NA
H39.3,1,NA
H39.4,1,NA
H39.5,1,NA
H39.6,1,NA
H39.7,1,NA
H39.8,1,NA
H39.9,1,NA
H40,1,Glaucoma
H40.0,1,Glaucoma suspect
H40.1,1,Open-angle glaucoma
H40.2,1,Primary angle-closure glaucoma
H40.3,1,Glaucoma secondary to eye trauma
H40.4,1,Glaucoma secondary to eye inflammation
H40.5,1,Glaucoma secondary to other eye disorders
H40.6,1,Glaucoma secondary to drugs
H40.7,1,Glaucoma
H40.8,1,Other glaucoma
H40.9,1,Unspecified glaucoma
H41,1,NA
H41.0,1,NA
H41.1,1,NA
H41.2,1,NA
H41.3,1,NA
H41.4,1,NA
H41.5,1,NA
H41.6,1,NA
H41.7,1,NA
H41.8,1,NA
H41.9,1,NA
H42,1,Glaucoma in diseases classified elsewhere
H42.0,1,Glaucoma in diseases classified elsewhere
H42.1,1,Glaucoma in diseases classified elsewhere
H42.2,1,Glaucoma in diseases classified elsewhere
H42.3,1,Glaucoma in diseases classified elsewhere
H42.4,1,Glaucoma in diseases classified elsewhere
H42.5,1,Glaucoma in diseases classified elsewhere
H42.6,1,Glaucoma in diseases classified elsewhere
H42.7,1,Glaucoma in diseases classified elsewhere
H42.8,1,Glaucoma in diseases classified elsewhere
H42.9,1,Glaucoma in diseases classified elsewhere
H43,1,Disorders of vitreous body
H43.0,1,Vitreous prolapse
H43.1,1,Vitreous hemorrhage
H43.2,1,Crystalline deposits in vitreous body
H43.3,1,Other vitreous opacities
H43.4,1,Disorders of vitreous body
H43.5,1,Disorders of vitreous body
H43.6,1,Disorders of vitreous body
H43.7,1,Disorders of vitreous body
H43.8,1,Other disorders of vitreous body
H43.9,1,Unspecified disorder of vitreous body
H44,1,Disorders of globe
H44.0,1,Purulent endophthalmitis
H44.1,1,Other endophthalmitis
H44.2,1,Degenerative myopia
H44.3,1,Other and unspecified degenerative disorders of globe
H44.4,1,Hypotony of eye
H44.5,1,Degenerated conditions of globe
H44.6,1,"Retained (old) intraocular foreign body, magnetic"
H44.7,1,"Retained (old) intraocular foreign body, nonmagnetic"
H44.8,1,Other disorders of globe
H44.9,1,Unspecified disorder of globe
H45,1,NA
H45.0,1,NA
H45.1,1,NA
H45.2,1,NA
H45.3,1,NA
H45.4,1,NA
H45.5,1,NA
H45.6,1,NA
H45.7,1,NA
H45.8,1,NA
H45.9,1,NA
H46,1,Optic neuritis
H46.0,1,Optic papillitis
H46.1,1,Retrobulbar neuritis
H46.2,1,Nutritional optic neuropathy
H46.3,1,Toxic optic neuropathy
H46.4,1,Optic neuritis
H46.5,1,Optic neuritis
H46.6,1,Optic neuritis
H46.7,1,Optic neuritis
H46.8,1,Other optic neuritis
H46.9,1,Unspecified optic neuritis
H47,1,Other disorders of optic [2nd] nerve and visual pathways
H47.0,1,"Disorders of optic nerve, not elsewhere classified"
H47.1,1,Papilledema
H47.2,1,Optic atrophy
H47.3,1,Other disorders of optic disc
H47.4,1,Disorders of optic chiasm
H47.5,1,Disorders of other visual pathways
H47.6,1,Disorders of visual cortex
H47.7,1,Other disorders of optic [2nd] nerve and visual pathways
H47.8,1,Other disorders of optic [2nd] nerve and visual pathways
H47.9,1,Unspecified disorder of visual pathways
H48,1,NA
H48.0,1,NA
H48.1,1,NA
H48.2,1,NA
H48.3,1,NA
H48.4,1,NA
H48.5,1,NA
H48.6,1,NA
H48.7,1,NA
H48.8,1,NA
H48.9,1,NA
H49,1,Paralytic strabismus
H49.0,1,Third [oculomotor] nerve palsy
H49.1,1,Fourth [trochlear] nerve palsy
H49.2,1,Sixth [abducent] nerve palsy
H49.3,1,Total (external) ophthalmoplegia
H49.4,1,Progressive external ophthalmoplegia
H49.5,1,Paralytic strabismus
H49.6,1,Paralytic strabismus
H49.7,1,Paralytic strabismus
H49.8,1,Other paralytic strabismus
H49.9,1,Unspecified paralytic strabismus
H50,1,Other strabismus
H50.0,1,Esotropia
H50.1,1,Exotropia
H50.2,1,Vertical strabismus
H50.3,1,Intermittent heterotropia
H50.4,1,Other and unspecified heterotropia
H50.5,1,Heterophoria
H50.6,1,Mechanical strabismus
H50.7,1,Other strabismus
H50.8,1,Other specified strabismus
H50.9,1,Unspecified strabismus
H51,1,Other disorders of binocular movement
H51.0,1,Palsy (spasm) of conjugate gaze
H51.1,1,Convergence insufficiency and excess
H51.2,1,Internuclear ophthalmoplegia
H51.3,1,Other disorders of binocular movement
H51.4,1,Other disorders of binocular movement
H51.5,1,Other disorders of binocular movement
H51.6,1,Other disorders of binocular movement
H51.7,1,Other disorders of binocular movement
H51.8,1,Other specified disorders of binocular movement
H51.9,1,Unspecified disorder of binocular movement
H52,1,Disorders of refraction and accommodation
H52.0,1,Hypermetropia
H52.1,1,Myopia
H52.2,1,Astigmatism
H52.3,1,Anisometropia and aniseikonia
H52.4,1,Presbyopia
H52.5,1,Disorders of accommodation
H52.6,1,Other disorders of refraction
H52.7,1,Unspecified disorder of refraction
H52.8,1,Disorders of refraction and accommodation
H52.9,1,Disorders of refraction and accommodation
H53,1,Visual disturbances
H53.0,1,Amblyopia ex anopsia
H53.1,1,Subjective visual disturbances
H53.2,1,Diplopia
H53.3,1,Other and unspecified disorders of binocular vision
H53.4,1,Visual field defects
H53.5,1,Color vision deficiencies
H53.6,1,Night blindness
H53.7,1,Vision sensitivity deficiencies
H53.8,1,Other visual disturbances
H53.9,1,Unspecified visual disturbance
H54,1,Blindness and low vision
H54.0,1,"Blindness, both eyes"
H54.1,1,"Blindness, one eye, low vision other eye"
H54.2,1,"Low vision, both eyes"
H54.3,1,"Unqualified visual loss, both eyes"
H54.4,1,"Blindness, one eye"
H54.5,1,"Low vision, one eye"
H54.6,1,"Unqualified visual loss, one eye"
H54.7,1,Unspecified visual loss
H54.8,1,"Legal blindness, as defined in USA"
H54.9,1,Blindness and low vision
H55,1,Nystagmus and other irregular eye movements
H55.0,1,Nystagmus
H55.1,1,Nystagmus and other irregular eye movements
H55.2,1,Nystagmus and other irregular eye movements
H55.3,1,Nystagmus and other irregular eye movements
H55.4,1,Nystagmus and other irregular eye movements
H55.5,1,Nystagmus and other irregular eye movements
H55.6,1,Nystagmus and other irregular eye movements
H55.7,1,Nystagmus and other irregular eye movements
H55.8,1,Other irregular eye movements
H55.9,1,Nystagmus and other irregular eye movements
H56,1,NA
H56.0,1,NA
H56.1,1,NA
H56.2,1,NA
H56.3,1,NA
H56.4,1,NA
H56.5,1,NA
H56.6,1,NA
H56.7,1,NA
H56.8,1,NA
H56.9,1,NA
H57,1,Other disorders of eye and adnexa
H57.0,1,Anomalies of pupillary function
H57.1,1,Ocular pain
H57.2,1,Other disorders of eye and adnexa
H57.3,1,Other disorders of eye and adnexa
H57.4,1,Other disorders of eye and adnexa
H57.5,1,Other disorders of eye and adnexa
H57.6,1,Other disorders of eye and adnexa
H57.7,1,Other disorders of eye and adnexa
H57.8,1,Other specified disorders of eye and adnexa
H57.9,1,Unspecified disorder of eye and adnexa
H58,1,NA
H58.0,1,NA
H58.1,1,NA
H58.2,1,NA
H58.3,1,NA
H58.4,1,NA
H58.5,1,NA
H58.6,1,NA
H58.7,1,NA
H58.8,1,NA
H58.9,1,NA
H59,1,"Intraoperative and postprocedural complications and disorders of eye and adnexa, not elsewhere classified"
H59.0,1,Disorders of the eye following cataract surgery
H59.1,1,Intraoperative hemorrhage and hematoma of eye and adnexa complicating a procedure
H59.2,1,Accidental puncture and laceration of eye and adnexa during a procedure
H59.3,1,"Postprocedural hemorrhage, hematoma, and seroma of eye and adnexa following a procedure"
H59.4,1,Inflammation (infection) of postprocedural bleb
H59.5,1,"Intraoperative and postprocedural complications and disorders of eye and adnexa, not elsewhere classified"
H59.6,1,"Intraoperative and postprocedural complications and disorders of eye and adnexa, not elsewhere classified"
H59.7,1,"Intraoperative and postprocedural complications and disorders of eye and adnexa, not elsewhere classified"
H59.8,1,"Other intraoperative and postprocedural complications and disorders of eye and adnexa, not elsewhere classified"
H59.9,1,"Intraoperative and postprocedural complications and disorders of eye and adnexa, not elsewhere classified"
H60,1,Otitis externa
H60.0,1,Abscess of external ear
H60.1,1,Cellulitis of external ear
H60.2,1,Malignant otitis externa
H60.3,1,Other infective otitis externa
H60.4,1,Cholesteatoma of external ear
H60.5,1,Acute noninfective otitis externa
H60.6,1,Unspecified chronic otitis externa
H60.7,1,Otitis externa
H60.8,1,Other otitis externa
H60.9,1,Unspecified otitis externa
H61,1,Other disorders of external ear
H61.0,1,Chondritis and perichondritis of external ear
H61.1,1,Noninfective disorders of pinna
H61.2,1,Impacted cerumen
H61.3,1,Acquired stenosis of external ear canal
H61.4,1,Other disorders of external ear
H61.5,1,Other disorders of external ear
H61.6,1,Other disorders of external ear
H61.7,1,Other disorders of external ear
H61.8,1,Other specified disorders of external ear
H61.9,1,"Disorder of external ear, unspecified"
H62,1,Disorders of external ear in diseases classified elsewhere
H62.0,1,Disorders of external ear in diseases classified elsewhere
H62.1,1,Disorders of external ear in diseases classified elsewhere
H62.2,1,Disorders of external ear in diseases classified elsewhere
H62.3,1,Disorders of external ear in diseases classified elsewhere
H62.4,1,Otitis externa in other diseases classified elsewhere
H62.5,1,Disorders of external ear in diseases classified elsewhere
H62.6,1,Disorders of external ear in diseases classified elsewhere
H62.7,1,Disorders of external ear in diseases classified elsewhere
H62.8,1,Other disorders of external ear in diseases classified elsewhere
H62.9,1,Disorders of external ear in diseases classified elsewhere
H63,1,NA
H63.0,1,NA
H63.1,1,NA
H63.2,1,NA
H63.3,1,NA
H63.4,1,NA
H63.5,1,NA
H63.6,1,NA
H63.7,1,NA
H63.8,1,NA
H63.9,1,NA
H64,1,NA
H64.0,1,NA
H64.1,1,NA
H64.2,1,NA
H64.3,1,NA
H64.4,1,NA
H64.5,1,NA
H64.6,1,NA
H64.7,1,NA
H64.8,1,NA
H64.9,1,NA
H65,1,Nonsuppurative otitis media
H65.0,1,Acute serous otitis media
H65.1,1,Other acute nonsuppurative otitis media
H65.2,1,Chronic serous otitis media
H65.3,1,Chronic mucoid otitis media
H65.4,1,Other chronic nonsuppurative otitis media
H65.5,1,Nonsuppurative otitis media
H65.6,1,Nonsuppurative otitis media
H65.7,1,Nonsuppurative otitis media
H65.8,1,Nonsuppurative otitis media
H65.9,1,Unspecified nonsuppurative otitis media
H66,1,Suppurative and unspecified otitis media
H66.0,1,Acute suppurative otitis media
H66.1,1,Chronic tubotympanic suppurative otitis media
H66.2,1,Chronic atticoantral suppurative otitis media
H66.3,1,Other chronic suppurative otitis media
H66.4,1,"Suppurative otitis media, unspecified"
H66.5,1,Suppurative and unspecified otitis media
H66.6,1,Suppurative and unspecified otitis media
H66.7,1,Suppurative and unspecified otitis media
H66.8,1,Suppurative and unspecified otitis media
H66.9,1,"Otitis media, unspecified"
H67,1,Otitis media in diseases classified elsewhere
H67.0,1,Otitis media in diseases classified elsewhere
H67.1,1,"Otitis media in diseases classified elsewhere, right ear"
H67.2,1,"Otitis media in diseases classified elsewhere, left ear"
H67.3,1,"Otitis media in diseases classified elsewhere, bilateral"
H67.4,1,Otitis media in diseases classified elsewhere
H67.5,1,Otitis media in diseases classified elsewhere
H67.6,1,Otitis media in diseases classified elsewhere
H67.7,1,Otitis media in diseases classified elsewhere
H67.8,1,Otitis media in diseases classified elsewhere
H67.9,1,"Otitis media in diseases classified elsewhere, unspecified ear"
H68,1,Eustachian salpingitis and obstruction
H68.0,1,Eustachian salpingitis
H68.1,1,Obstruction of Eustachian tube
H68.2,1,Eustachian salpingitis and obstruction
H68.3,1,Eustachian salpingitis and obstruction
H68.4,1,Eustachian salpingitis and obstruction
H68.5,1,Eustachian salpingitis and obstruction
H68.6,1,Eustachian salpingitis and obstruction
H68.7,1,Eustachian salpingitis and obstruction
H68.8,1,Eustachian salpingitis and obstruction
H68.9,1,Eustachian salpingitis and obstruction
H69,1,Other and unspecified disorders of Eustachian tube
H69.0,1,Patulous Eustachian tube
H69.1,1,Other and unspecified disorders of Eustachian tube
H69.2,1,Other and unspecified disorders of Eustachian tube
H69.3,1,Other and unspecified disorders of Eustachian tube
H69.4,1,Other and unspecified disorders of Eustachian tube
H69.5,1,Other and unspecified disorders of Eustachian tube
H69.6,1,Other and unspecified disorders of Eustachian tube
H69.7,1,Other and unspecified disorders of Eustachian tube
H69.8,1,Other specified disorders of Eustachian tube
H69.9,1,Unspecified Eustachian tube disorder
H71,1,Cholesteatoma of middle ear
H71.0,1,Cholesteatoma of attic
H71.1,1,Cholesteatoma of tympanum
H71.2,1,Cholesteatoma of mastoid
H71.3,1,Diffuse cholesteatosis
H71.4,1,Cholesteatoma of middle ear
H71.5,1,Cholesteatoma of middle ear
H71.6,1,Cholesteatoma of middle ear
H71.7,1,Cholesteatoma of middle ear
H71.8,1,Cholesteatoma of middle ear
H71.9,1,Unspecified cholesteatoma
H72,1,Perforation of tympanic membrane
